Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Date,Clicks,Impressions,Engagement_Score,Customer_Segment,Month,Month_Name
491,NexGen Systems,Email,Men 18-24,30 days,Instagram,"0,07","$18.686,00","4,32",Chicago,2021-05-06,798,6218,9,Foodies,5,May
492,TechCorp,Social Media,Men 18-24,30 days,YouTube,"0,08","$16.765,00","7,85",Miami,2021-05-07,940,1333,4,Foodies,5,May
493,NexGen Systems,Display,Women 25-34,45 days,Facebook,"0,06","$17.991,00","2,35",Los Angeles,2021-05-08,325,9848,10,Health & Wellness,5,May
494,DataTech Solutions,Display,Men 25-34,45 days,Facebook,"0,05","$14.481,00","6,74",Miami,2021-05-09,637,6228,3,Tech Enthusiasts,5,May
495,DataTech Solutions,Search,Women 35-44,30 days,Email,"0,13","$17.531,00","5,04",Miami,2021-05-10,736,5551,2,Health & Wellness,5,May
496,NexGen Systems,Influencer,Women 25-34,45 days,Facebook,"0,1","$15.814,00","6,07",Houston,2021-05-11,305,8942,6,Outdoor Adventurers,5,May
497,DataTech Solutions,Display,All Ages,30 days,Website,"0,12","$14.037,00","3,98",Houston,2021-05-12,512,5824,6,Foodies,5,May
498,Alpha Innovations,Search,All Ages,60 days,Instagram,"0,09","$14.493,00","3,22",Chicago,2021-05-13,870,6980,4,Fashionistas,5,May
499,NexGen Systems,Influencer,Men 25-34,45 days,Instagram,"0,03","$19.520,00","5,8",Chicago,2021-05-14,702,4794,6,Tech Enthusiasts,5,May
500,TechCorp,Social Media,Women 35-44,60 days,Email,"0,06","$5.538,00","4,79",Houston,2021-05-15,520,6720,2,Tech Enthusiasts,5,May
501,Alpha Innovations,Social Media,Men 25-34,45 days,YouTube,"0,12","$10.493,00","3,49",Houston,2021-05-16,767,5005,2,Outdoor Adventurers,5,May
502,NexGen Systems,Search,Men 18-24,30 days,Website,"0,06","$16.116,00","7,42",Chicago,2021-05-17,471,6621,1,Outdoor Adventurers,5,May
503,DataTech Solutions,Email,Men 25-34,15 days,YouTube,"0,14","$7.708,00","2,56",Chicago,2021-05-18,701,5101,9,Fashionistas,5,May
504,Alpha Innovations,Social Media,Women 35-44,45 days,YouTube,"0,06","$5.935,00","5,92",Miami,2021-05-19,935,9752,9,Fashionistas,5,May
505,NexGen Systems,Email,Men 25-34,60 days,YouTube,"0,05","$9.290,00","5,04",Los Angeles,2021-05-20,893,7613,5,Fashionistas,5,May
506,NexGen Systems,Email,Men 25-34,15 days,Instagram,"0,08","$19.426,00","2,5",Houston,2021-05-21,467,2450,3,Tech Enthusiasts,5,May
507,TechCorp,Email,Women 25-34,30 days,YouTube,"0,14","$17.183,00","3,58",Los Angeles,2021-05-22,308,7984,2,Health & Wellness,5,May
508,Alpha Innovations,Display,Women 25-34,60 days,Website,"0,14","$15.890,00","2,56",Houston,2021-05-23,374,2539,7,Health & Wellness,5,May
509,DataTech Solutions,Social Media,Men 25-34,30 days,Google Ads,"0,11","$6.341,00","7,07",Miami,2021-05-24,676,5334,9,Fashionistas,5,May
510,NexGen Systems,Display,Women 25-34,45 days,Email,"0,12","$16.615,00","7,92",Los Angeles,2021-05-25,301,3473,5,Health & Wellness,5,May
511,TechCorp,Email,Women 35-44,45 days,Website,"0,07","$18.822,00","7,77",New York,2021-05-26,471,9465,10,Tech Enthusiasts,5,May
512,DataTech Solutions,Search,All Ages,30 days,Facebook,"0,07","$15.713,00","7,67",Los Angeles,2021-05-27,167,5803,9,Foodies,5,May
513,TechCorp,Influencer,Women 25-34,60 days,Google Ads,"0,12","$19.754,00","3,85",New York,2021-05-28,397,9308,7,Health & Wellness,5,May
514,Alpha Innovations,Social Media,Men 18-24,30 days,Facebook,"0,03","$16.073,00","5,97",Miami,2021-05-29,260,7086,9,Fashionistas,5,May
515,NexGen Systems,Search,Men 25-34,45 days,Instagram,"0,13","$13.716,00","6,03",Houston,2021-05-30,676,6304,9,Foodies,5,May
516,NexGen Systems,Display,All Ages,15 days,Facebook,"0,08","$12.341,00","4,97",Houston,2021-05-31,508,6150,3,Health & Wellness,5,May
851,Alpha Innovations,Display,Men 18-24,30 days,Facebook,"0,04","$11.290,00","7,62",Miami,2021-05-01,898,3077,4,Health & Wellness,5,May
852,Innovate Industries,Social Media,Women 25-34,45 days,Google Ads,"0,1","$17.511,00","4,4",Houston,2021-05-02,179,5460,2,Foodies,5,May
853,DataTech Solutions,Social Media,Men 18-24,45 days,Google Ads,"0,06","$5.738,00","4,72",New York,2021-05-03,277,2731,3,Outdoor Adventurers,5,May
854,Innovate Industries,Influencer,Men 18-24,45 days,Facebook,"0,07","$10.498,00","7,65",Chicago,2021-05-04,863,3783,6,Health & Wellness,5,May
855,Innovate Industries,Search,Men 18-24,45 days,Google Ads,"0,06","$7.266,00","6,51",New York,2021-05-05,689,5803,6,Outdoor Adventurers,5,May
856,Innovate Industries,Influencer,Women 25-34,15 days,YouTube,"0,14","$6.405,00","2,67",Miami,2021-05-06,434,3524,3,Foodies,5,May
857,Innovate Industries,Display,Men 25-34,45 days,Instagram,"0,01","$10.198,00","2,78",Miami,2021-05-07,670,9938,2,Outdoor Adventurers,5,May
858,TechCorp,Influencer,Women 25-34,15 days,YouTube,"0,03","$12.890,00","7,49",Los Angeles,2021-05-08,600,5429,1,Foodies,5,May
859,DataTech Solutions,Influencer,Women 35-44,15 days,Email,"0,13","$16.318,00","5,07",New York,2021-05-09,153,1163,6,Fashionistas,5,May
860,TechCorp,Influencer,Women 25-34,60 days,Facebook,"0,09","$11.025,00","4,51",Houston,2021-05-10,407,1278,2,Foodies,5,May
861,NexGen Systems,Influencer,Women 35-44,45 days,Instagram,"0,03","$6.244,00","6,57",New York,2021-05-11,774,1864,4,Foodies,5,May
862,TechCorp,Social Media,All Ages,60 days,Email,"0,13","$15.988,00","2,08",Miami,2021-05-12,394,3239,7,Tech Enthusiasts,5,May
863,NexGen Systems,Influencer,Women 25-34,60 days,Website,"0,1","$12.975,00","2,38",Chicago,2021-05-13,227,9318,5,Fashionistas,5,May
864,DataTech Solutions,Display,Men 25-34,60 days,Email,"0,06","$5.351,00","3,29",Houston,2021-05-14,181,8462,1,Fashionistas,5,May
865,TechCorp,Social Media,All Ages,15 days,Website,"0,1","$8.560,00","5,15",Chicago,2021-05-15,297,6484,2,Outdoor Adventurers,5,May
866,Innovate Industries,Influencer,Men 18-24,15 days,Google Ads,"0,13","$17.338,00","5,68",Houston,2021-05-16,708,5378,2,Fashionistas,5,May
867,TechCorp,Search,Women 35-44,45 days,Facebook,"0,13","$17.534,00","3,79",Los Angeles,2021-05-17,375,4267,9,Fashionistas,5,May
868,NexGen Systems,Display,All Ages,30 days,Google Ads,"0,09","$16.803,00","5,57",Los Angeles,2021-05-18,371,1743,8,Outdoor Adventurers,5,May
869,DataTech Solutions,Social Media,Men 25-34,60 days,YouTube,"0,05","$11.442,00","3,09",New York,2021-05-19,740,9673,5,Health & Wellness,5,May
870,TechCorp,Email,Men 18-24,30 days,Email,"0,12","$19.434,00","5,26",Los Angeles,2021-05-20,446,3227,6,Foodies,5,May
871,NexGen Systems,Social Media,Men 25-34,45 days,Facebook,"0,08","$9.447,00","4,75",Miami,2021-05-21,430,1845,2,Health & Wellness,5,May
872,Innovate Industries,Search,Men 25-34,60 days,Google Ads,"0,1","$10.746,00","3,67",Los Angeles,2021-05-22,702,3192,6,Outdoor Adventurers,5,May
873,Alpha Innovations,Display,Women 25-34,45 days,Website,"0,02","$8.306,00","2,56",Chicago,2021-05-23,189,2951,6,Outdoor Adventurers,5,May
874,Innovate Industries,Social Media,Women 35-44,45 days,Email,"0,09","$8.402,00","2,04",Los Angeles,2021-05-24,191,7627,2,Foodies,5,May
875,Innovate Industries,Social Media,Men 25-34,60 days,Facebook,"0,1","$19.203,00","5,51",Chicago,2021-05-25,990,2832,6,Foodies,5,May
876,Innovate Industries,Influencer,Women 35-44,60 days,Instagram,"0,02","$17.746,00","5,17",Miami,2021-05-26,921,5396,7,Tech Enthusiasts,5,May
877,Alpha Innovations,Display,All Ages,45 days,Website,"0,08","$12.915,00","5,32",New York,2021-05-27,102,9174,4,Fashionistas,5,May
878,Innovate Industries,Social Media,Women 35-44,15 days,Email,"0,1","$18.979,00","7,73",New York,2021-05-28,431,3150,4,Outdoor Adventurers,5,May
879,Alpha Innovations,Display,Men 18-24,30 days,Facebook,"0,12","$13.999,00","6,39",Miami,2021-05-29,283,4078,6,Health & Wellness,5,May
880,TechCorp,Email,Men 25-34,45 days,Google Ads,"0,11","$8.784,00","4,51",Los Angeles,2021-05-30,235,9709,4,Outdoor Adventurers,5,May
881,TechCorp,Search,Men 25-34,15 days,Google Ads,"0,01","$7.866,00","5,42",Miami,2021-05-31,576,5231,3,Fashionistas,5,May
1216,DataTech Solutions,Social Media,Women 25-34,30 days,Facebook,"0,06","$8.340,00","5,18",Houston,2021-05-01,463,7047,2,Fashionistas,5,May
1217,TechCorp,Email,Women 35-44,30 days,Email,"0,12","$9.014,00","2,19",New York,2021-05-02,481,8990,5,Outdoor Adventurers,5,May
1218,Innovate Industries,Influencer,All Ages,45 days,Google Ads,"0,07","$11.977,00","5,08",Chicago,2021-05-03,216,8693,5,Outdoor Adventurers,5,May
1219,Alpha Innovations,Email,Men 25-34,15 days,Facebook,"0,02","$12.675,00","4,86",Chicago,2021-05-04,611,1114,5,Outdoor Adventurers,5,May
1220,NexGen Systems,Email,Men 18-24,45 days,Facebook,"0,14","$11.215,00","3,34",Miami,2021-05-05,688,5640,4,Fashionistas,5,May
1221,TechCorp,Influencer,Men 25-34,30 days,Email,"0,04","$5.685,00","5,74",Los Angeles,2021-05-06,435,2918,4,Foodies,5,May
1222,NexGen Systems,Influencer,Women 25-34,15 days,Facebook,"0,01","$13.989,00","2,88",New York,2021-05-07,837,7303,3,Tech Enthusiasts,5,May
1223,TechCorp,Email,Men 18-24,45 days,YouTube,"0,11","$12.484,00","5,77",Miami,2021-05-08,222,1622,9,Health & Wellness,5,May
1224,Alpha Innovations,Social Media,Men 25-34,45 days,Facebook,"0,08","$9.270,00","3,27",Chicago,2021-05-09,987,9060,10,Foodies,5,May
1225,Alpha Innovations,Email,Women 35-44,45 days,Instagram,"0,1","$10.539,00","3,27",Houston,2021-05-10,908,2673,2,Tech Enthusiasts,5,May
1226,NexGen Systems,Display,All Ages,15 days,Facebook,"0,01","$7.599,00","3,31",Los Angeles,2021-05-11,506,8733,9,Foodies,5,May
1227,TechCorp,Display,Women 25-34,15 days,Instagram,"0,07","$18.233,00","5,85",Chicago,2021-05-12,317,1822,6,Outdoor Adventurers,5,May
1228,Alpha Innovations,Search,Men 25-34,45 days,Website,"0,11","$16.358,00","3,74",New York,2021-05-13,144,6270,5,Fashionistas,5,May
1229,Alpha Innovations,Display,Women 35-44,15 days,YouTube,"0,14","$14.642,00","7,4",Miami,2021-05-14,822,2687,9,Foodies,5,May
1230,TechCorp,Email,All Ages,15 days,Instagram,"0,12","$14.796,00","4,07",Los Angeles,2021-05-15,337,2216,8,Tech Enthusiasts,5,May
1231,DataTech Solutions,Email,All Ages,15 days,Email,"0,05","$6.747,00","7,67",Los Angeles,2021-05-16,387,5694,10,Health & Wellness,5,May
1232,NexGen Systems,Social Media,All Ages,30 days,Instagram,"0,02","$19.111,00","4,06",Chicago,2021-05-17,670,3982,3,Health & Wellness,5,May
1233,NexGen Systems,Display,Women 35-44,15 days,Instagram,"0,14","$16.051,00","3,7",Los Angeles,2021-05-18,777,1596,3,Foodies,5,May
1234,NexGen Systems,Search,Women 35-44,60 days,Facebook,"0,06","$5.214,00","7,03",Chicago,2021-05-19,869,5462,1,Foodies,5,May
1235,TechCorp,Email,Women 35-44,15 days,YouTube,"0,15","$11.348,00","6,21",Chicago,2021-05-20,414,3758,7,Fashionistas,5,May
1236,NexGen Systems,Social Media,Women 35-44,60 days,Email,"0,14","$18.357,00","2,74",New York,2021-05-21,395,3038,1,Outdoor Adventurers,5,May
1237,Alpha Innovations,Influencer,All Ages,60 days,Google Ads,"0,06","$17.071,00","6,77",Houston,2021-05-22,772,1724,10,Outdoor Adventurers,5,May
1238,NexGen Systems,Email,Men 25-34,60 days,Email,"0,09","$18.435,00","7,91",New York,2021-05-23,366,5170,2,Foodies,5,May
1239,DataTech Solutions,Influencer,All Ages,30 days,Instagram,"0,14","$10.240,00","5,97",Houston,2021-05-24,868,3410,8,Outdoor Adventurers,5,May
1240,DataTech Solutions,Email,Women 35-44,45 days,YouTube,"0,13","$12.126,00","7,53",Houston,2021-05-25,605,8048,6,Tech Enthusiasts,5,May
1241,NexGen Systems,Display,Women 35-44,45 days,Facebook,"0,11","$16.198,00","6,34",Houston,2021-05-26,667,7095,10,Outdoor Adventurers,5,May
1242,TechCorp,Display,Women 35-44,45 days,YouTube,"0,09","$16.123,00","7,78",Chicago,2021-05-27,282,5001,7,Tech Enthusiasts,5,May
1243,DataTech Solutions,Display,Women 35-44,45 days,Google Ads,"0,06","$13.308,00","7,56",Miami,2021-05-28,571,3118,10,Tech Enthusiasts,5,May
1244,DataTech Solutions,Social Media,Women 35-44,60 days,Instagram,"0,11","$5.665,00","4,22",Chicago,2021-05-29,241,3266,2,Health & Wellness,5,May
1245,DataTech Solutions,Influencer,Men 18-24,60 days,YouTube,"0,15","$13.060,00","6,6",Chicago,2021-05-30,334,4892,6,Foodies,5,May
1246,DataTech Solutions,Social Media,All Ages,15 days,YouTube,"0,07","$16.729,00","5,65",New York,2021-05-31,906,1004,10,Outdoor Adventurers,5,May
1581,TechCorp,Search,All Ages,15 days,Website,"0,06","$17.251,00","6,52",Houston,2021-05-01,494,7757,10,Tech Enthusiasts,5,May
1582,Innovate Industries,Email,Men 18-24,45 days,YouTube,"0,12","$19.643,00","6,36",New York,2021-05-02,281,6824,8,Health & Wellness,5,May
1583,Alpha Innovations,Social Media,Men 25-34,30 days,Email,"0,1","$12.281,00","4,77",Houston,2021-05-03,861,1208,10,Foodies,5,May
1584,DataTech Solutions,Display,Men 18-24,45 days,Email,"0,15","$6.295,00","7,2",Chicago,2021-05-04,848,3664,3,Tech Enthusiasts,5,May
1585,Innovate Industries,Email,Women 35-44,60 days,Facebook,"0,08","$6.402,00","5,38",Houston,2021-05-05,875,9083,4,Tech Enthusiasts,5,May
1586,NexGen Systems,Email,Women 25-34,15 days,Google Ads,"0,1","$5.520,00","4,18",Chicago,2021-05-06,673,5773,9,Tech Enthusiasts,5,May
1587,NexGen Systems,Search,All Ages,45 days,Email,"0,15","$12.239,00","7,99",Miami,2021-05-07,264,8446,2,Fashionistas,5,May
1588,TechCorp,Email,Women 35-44,45 days,Website,"0,06","$5.997,00","2,26",Miami,2021-05-08,711,8497,1,Foodies,5,May
1589,Innovate Industries,Email,Women 35-44,15 days,YouTube,"0,09","$13.757,00","2,39",Houston,2021-05-09,377,5371,4,Health & Wellness,5,May
1590,DataTech Solutions,Social Media,Men 25-34,15 days,Google Ads,"0,06","$15.233,00","5,51",New York,2021-05-10,504,2666,8,Outdoor Adventurers,5,May
1591,Innovate Industries,Search,Women 25-34,45 days,YouTube,"0,11","$13.957,00","2,59",New York,2021-05-11,232,8649,4,Tech Enthusiasts,5,May
1592,DataTech Solutions,Display,All Ages,30 days,YouTube,"0,06","$16.681,00","2,65",Houston,2021-05-12,964,9809,5,Health & Wellness,5,May
1593,DataTech Solutions,Display,Men 25-34,45 days,Instagram,"0,07","$15.007,00","5,52",Chicago,2021-05-13,102,5960,10,Health & Wellness,5,May
1594,NexGen Systems,Display,Women 35-44,60 days,Facebook,"0,03","$11.204,00","4,61",Houston,2021-05-14,927,8007,9,Foodies,5,May
1595,Alpha Innovations,Search,Men 25-34,60 days,Instagram,"0,02","$16.972,00","7,1",New York,2021-05-15,695,4490,1,Fashionistas,5,May
1596,Innovate Industries,Search,Women 35-44,45 days,Google Ads,"0,05","$10.845,00","3,22",New York,2021-05-16,383,5885,1,Outdoor Adventurers,5,May
1597,Innovate Industries,Display,Women 35-44,60 days,Website,"0,06","$6.252,00","2,91",New York,2021-05-17,347,7098,5,Foodies,5,May
1598,TechCorp,Display,Men 18-24,30 days,Website,"0,03","$18.761,00","3,62",Chicago,2021-05-18,162,9768,8,Outdoor Adventurers,5,May
1599,Innovate Industries,Influencer,Women 35-44,30 days,Instagram,"0,12","$19.844,00","5,51",Miami,2021-05-19,668,8864,8,Outdoor Adventurers,5,May
1600,Innovate Industries,Social Media,Men 18-24,15 days,Facebook,"0,04","$17.970,00","5,08",Chicago,2021-05-20,914,4236,7,Fashionistas,5,May
1601,TechCorp,Search,Men 25-34,60 days,Email,"0,03","$6.860,00","4,58",Los Angeles,2021-05-21,199,1227,4,Tech Enthusiasts,5,May
1602,Innovate Industries,Search,Men 18-24,30 days,Facebook,"0,06","$18.513,00","5,12",Chicago,2021-05-22,710,6872,3,Outdoor Adventurers,5,May
1603,Alpha Innovations,Display,Men 25-34,45 days,Website,"0,14","$15.494,00","7,29",Houston,2021-05-23,572,7640,3,Fashionistas,5,May
1604,TechCorp,Email,Men 25-34,15 days,Website,"0,05","$18.061,00","4,06",Houston,2021-05-24,377,7095,1,Tech Enthusiasts,5,May
1605,Alpha Innovations,Influencer,Men 25-34,15 days,YouTube,"0,11","$9.000,00","2,3",Houston,2021-05-25,380,2675,4,Fashionistas,5,May
1606,Innovate Industries,Search,Women 35-44,45 days,Email,"0,12","$10.307,00","3,17",Houston,2021-05-26,989,5242,6,Outdoor Adventurers,5,May
1607,Alpha Innovations,Search,Women 25-34,30 days,Website,"0,02","$19.059,00","6,29",New York,2021-05-27,105,9248,3,Fashionistas,5,May
1608,Alpha Innovations,Display,All Ages,45 days,Instagram,"0,14","$9.834,00","6,49",Houston,2021-05-28,110,4512,8,Foodies,5,May
1609,Alpha Innovations,Social Media,Women 35-44,45 days,Facebook,"0,03","$12.564,00","5,71",New York,2021-05-29,589,5230,1,Health & Wellness,5,May
1610,DataTech Solutions,Display,Women 25-34,60 days,Website,"0,06","$8.844,00","3,23",Los Angeles,2021-05-30,876,3949,9,Fashionistas,5,May
1611,NexGen Systems,Email,Women 25-34,45 days,Website,"0,07","$7.242,00","7,54",Chicago,2021-05-31,986,8533,3,Outdoor Adventurers,5,May
1946,Innovate Industries,Display,Women 35-44,45 days,Website,"0,04","$9.937,00","6,68",Los Angeles,2021-05-01,461,6852,1,Fashionistas,5,May
1947,Alpha Innovations,Email,Women 35-44,60 days,YouTube,"0,09","$10.752,00","4,46",Chicago,2021-05-02,305,5344,1,Fashionistas,5,May
1948,NexGen Systems,Email,All Ages,30 days,Website,"0,12","$5.192,00","2,32",Houston,2021-05-03,114,6501,2,Tech Enthusiasts,5,May
1949,DataTech Solutions,Social Media,Men 25-34,60 days,Website,"0,04","$16.769,00","5,02",Los Angeles,2021-05-04,833,7231,5,Fashionistas,5,May
1950,TechCorp,Social Media,Men 18-24,45 days,Email,"0,15","$17.959,00","6,54",Houston,2021-05-05,180,7704,10,Foodies,5,May
1951,TechCorp,Display,Men 18-24,45 days,YouTube,"0,13","$13.015,00","5,54",Miami,2021-05-06,940,7795,1,Health & Wellness,5,May
1952,Innovate Industries,Display,Men 25-34,60 days,YouTube,"0,14","$5.596,00","5,6",Miami,2021-05-07,886,9619,3,Foodies,5,May
1953,Alpha Innovations,Search,All Ages,60 days,Facebook,"0,14","$17.637,00","7,39",Chicago,2021-05-08,348,3031,8,Foodies,5,May
1954,NexGen Systems,Search,All Ages,15 days,Google Ads,"0,14","$6.445,00","2,13",Los Angeles,2021-05-09,311,7855,5,Fashionistas,5,May
1955,TechCorp,Search,Men 18-24,15 days,Facebook,"0,02","$19.323,00","4,42",Miami,2021-05-10,839,6033,5,Fashionistas,5,May
1956,Alpha Innovations,Social Media,All Ages,30 days,Email,"0,07","$9.661,00",7,New York,2021-05-11,916,1931,3,Outdoor Adventurers,5,May
1957,DataTech Solutions,Influencer,All Ages,45 days,Instagram,"0,07","$19.015,00","3,88",Los Angeles,2021-05-12,132,6775,6,Foodies,5,May
1958,TechCorp,Search,Women 25-34,45 days,Website,"0,09","$14.210,00","4,21",Houston,2021-05-13,481,4710,7,Outdoor Adventurers,5,May
1959,Innovate Industries,Social Media,All Ages,30 days,Facebook,"0,04","$5.501,00","4,69",Los Angeles,2021-05-14,594,1468,9,Outdoor Adventurers,5,May
1960,Innovate Industries,Email,Men 25-34,15 days,Instagram,"0,09","$19.666,00","7,97",Miami,2021-05-15,785,2102,5,Foodies,5,May
1961,Innovate Industries,Influencer,Men 18-24,30 days,Instagram,"0,11","$15.130,00","2,38",Los Angeles,2021-05-16,307,4925,8,Fashionistas,5,May
1962,DataTech Solutions,Display,Women 35-44,60 days,Facebook,"0,04","$17.084,00","5,61",Miami,2021-05-17,927,1027,1,Outdoor Adventurers,5,May
1963,TechCorp,Email,Men 18-24,15 days,YouTube,"0,07","$11.588,00","7,21",New York,2021-05-18,810,7767,6,Outdoor Adventurers,5,May
1964,TechCorp,Search,All Ages,15 days,Instagram,"0,05","$6.735,00","2,23",Miami,2021-05-19,512,2244,1,Fashionistas,5,May
1965,TechCorp,Social Media,Men 18-24,30 days,Facebook,"0,06","$12.395,00","5,17",Chicago,2021-05-20,234,4202,1,Tech Enthusiasts,5,May
1966,TechCorp,Display,All Ages,60 days,Facebook,"0,04","$17.873,00","4,95",Los Angeles,2021-05-21,754,3624,4,Tech Enthusiasts,5,May
1967,TechCorp,Social Media,Women 35-44,60 days,Instagram,"0,02","$8.326,00","5,08",Chicago,2021-05-22,664,5342,5,Fashionistas,5,May
1968,TechCorp,Social Media,Women 35-44,45 days,Website,"0,02","$12.250,00","7,23",Chicago,2021-05-23,825,7094,2,Tech Enthusiasts,5,May
1969,TechCorp,Display,Men 25-34,15 days,Email,"0,1","$18.137,00","7,56",New York,2021-05-24,263,5417,9,Fashionistas,5,May
1970,TechCorp,Influencer,Women 35-44,30 days,Website,"0,12","$8.762,00","6,61",Chicago,2021-05-25,837,9719,3,Foodies,5,May
1971,NexGen Systems,Influencer,Men 18-24,30 days,YouTube,"0,02","$10.154,00","7,91",Houston,2021-05-26,106,1386,7,Health & Wellness,5,May
