Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Date,Clicks,Impressions,Engagement_Score,Customer_Segment,Month,Month_Name
850,DataTech Solutions,Search,Men 18-24,15 days,YouTube,"0,03","$10.639,00","3,12",Los Angeles,2021-04-30,677,1818,10,Foodies,4,April
1186,Alpha Innovations,Social Media,All Ages,60 days,Google Ads,"0,05","$19.233,00","3,65",New York,2021-04-01,122,8862,5,Health & Wellness,4,April
1187,Innovate Industries,Display,Women 25-34,45 days,Google Ads,"0,15","$7.237,00","7,02",Los Angeles,2021-04-02,357,2674,10,Tech Enthusiasts,4,April
1188,TechCorp,Social Media,All Ages,30 days,Instagram,"0,02","$10.286,00","3,72",New York,2021-04-03,440,1835,3,Fashionistas,4,April
1189,Alpha Innovations,Influencer,All Ages,60 days,Email,"0,04","$18.227,00","4,86",Miami,2021-04-04,962,5137,5,Foodies,4,April
1190,Innovate Industries,Social Media,All Ages,45 days,Website,"0,03","$14.614,00","2,41",Chicago,2021-04-05,468,6010,9,Foodies,4,April
1191,Alpha Innovations,Display,Women 25-34,60 days,Email,"0,11","$15.690,00","3,72",Los Angeles,2021-04-06,510,1815,6,Outdoor Adventurers,4,April
1192,NexGen Systems,Social Media,Women 35-44,30 days,Website,"0,04","$15.047,00","6,73",Miami,2021-04-07,419,8498,1,Tech Enthusiasts,4,April
1193,DataTech Solutions,Social Media,Women 25-34,45 days,Google Ads,"0,15","$19.216,00","6,52",New York,2021-04-08,503,2413,9,Fashionistas,4,April
1194,TechCorp,Display,Women 35-44,60 days,Google Ads,"0,12","$18.954,00","6,71",Los Angeles,2021-04-09,103,5640,9,Fashionistas,4,April
1195,TechCorp,Display,Men 18-24,30 days,Website,"0,13","$15.225,00","4,89",Miami,2021-04-10,273,3357,9,Fashionistas,4,April
1196,Innovate Industries,Social Media,Men 25-34,45 days,Email,"0,07","$9.135,00","4,22",Miami,2021-04-11,384,4130,8,Health & Wellness,4,April
1197,TechCorp,Search,Women 25-34,60 days,Facebook,"0,09","$5.725,00","2,12",Chicago,2021-04-12,783,2198,4,Foodies,4,April
1198,NexGen Systems,Influencer,Men 25-34,15 days,Website,"0,15","$13.571,00","3,98",Los Angeles,2021-04-13,884,9638,2,Health & Wellness,4,April
1199,Alpha Innovations,Email,All Ages,30 days,Instagram,"0,06","$19.735,00","7,58",Houston,2021-04-14,186,2223,6,Health & Wellness,4,April
1200,Alpha Innovations,Display,Women 35-44,45 days,Website,"0,06","$6.397,00","5,91",Miami,2021-04-15,655,4663,4,Foodies,4,April
1201,NexGen Systems,Influencer,Women 35-44,45 days,Instagram,"0,12","$17.670,00","7,12",Los Angeles,2021-04-16,759,7663,3,Health & Wellness,4,April
1202,DataTech Solutions,Display,Women 35-44,15 days,Facebook,"0,04","$9.212,00","6,3",Houston,2021-04-17,118,8405,4,Outdoor Adventurers,4,April
1203,TechCorp,Search,All Ages,30 days,Facebook,"0,01","$16.546,00","4,02",Los Angeles,2021-04-18,757,2053,7,Foodies,4,April
1204,Alpha Innovations,Search,Men 25-34,60 days,Email,"0,14","$8.200,00","3,58",Houston,2021-04-19,775,6975,10,Outdoor Adventurers,4,April
1205,Innovate Industries,Email,All Ages,45 days,Instagram,"0,12","$10.159,00","3,45",New York,2021-04-20,349,8179,7,Tech Enthusiasts,4,April
1206,Alpha Innovations,Social Media,Women 35-44,60 days,Instagram,"0,05","$5.712,00","4,41",Houston,2021-04-21,573,8646,2,Outdoor Adventurers,4,April
1207,Alpha Innovations,Search,Men 18-24,60 days,Website,"0,14","$10.229,00","3,91",Los Angeles,2021-04-22,831,5825,8,Tech Enthusiasts,4,April
1208,TechCorp,Search,Women 35-44,60 days,Google Ads,"0,15","$10.358,00","3,87",Miami,2021-04-23,985,6974,10,Foodies,4,April
1209,DataTech Solutions,Search,Men 25-34,30 days,Google Ads,"0,1","$10.783,00","5,24",New York,2021-04-24,715,3450,9,Fashionistas,4,April
1210,Alpha Innovations,Social Media,Women 25-34,60 days,Facebook,"0,11","$11.096,00","4,51",Houston,2021-04-25,806,4353,7,Fashionistas,4,April
1211,NexGen Systems,Search,Women 25-34,60 days,Instagram,"0,05","$11.780,00","5,45",Miami,2021-04-26,376,6635,5,Fashionistas,4,April
1212,DataTech Solutions,Email,Women 25-34,45 days,Email,"0,04","$12.054,00","6,48",Los Angeles,2021-04-27,140,4599,8,Fashionistas,4,April
1213,TechCorp,Email,Women 35-44,60 days,Email,"0,06","$15.947,00","5,73",Miami,2021-04-28,198,1820,1,Foodies,4,April
1214,Alpha Innovations,Influencer,Men 25-34,45 days,Facebook,"0,09","$13.432,00","2,81",Houston,2021-04-29,868,2221,9,Foodies,4,April
1215,Innovate Industries,Search,Men 18-24,15 days,Website,"0,06","$12.031,00","7,41",Los Angeles,2021-04-30,513,9586,5,Foodies,4,April
1551,TechCorp,Display,Women 25-34,60 days,Facebook,"0,01","$6.311,00","6,34",Miami,2021-04-01,169,5535,9,Outdoor Adventurers,4,April
1552,TechCorp,Social Media,Women 35-44,15 days,Facebook,"0,09","$18.411,00","2,43",Chicago,2021-04-02,972,3079,10,Health & Wellness,4,April
1553,Innovate Industries,Social Media,Men 25-34,60 days,YouTube,"0,13","$19.972,00","5,35",Los Angeles,2021-04-03,542,4886,1,Foodies,4,April
1554,NexGen Systems,Social Media,All Ages,30 days,Website,"0,14","$14.615,00","3,67",Chicago,2021-04-04,386,1947,6,Health & Wellness,4,April
1555,Alpha Innovations,Email,Women 25-34,60 days,Instagram,"0,09","$15.876,00","7,06",Houston,2021-04-05,871,7537,3,Fashionistas,4,April
1556,NexGen Systems,Display,Women 35-44,15 days,Email,"0,14","$10.147,00","7,34",Chicago,2021-04-06,161,6255,9,Outdoor Adventurers,4,April
1557,Innovate Industries,Social Media,Men 18-24,15 days,Google Ads,"0,14","$14.657,00","6,7",Chicago,2021-04-07,449,4612,9,Health & Wellness,4,April
1558,TechCorp,Display,Women 35-44,60 days,YouTube,"0,14","$19.015,00",4,Los Angeles,2021-04-08,988,6269,2,Fashionistas,4,April
1559,Alpha Innovations,Social Media,Men 18-24,60 days,YouTube,"0,12","$10.963,00","6,55",Houston,2021-04-09,795,7837,5,Foodies,4,April
1560,TechCorp,Social Media,All Ages,15 days,Google Ads,"0,07","$16.620,00","7,75",Miami,2021-04-10,640,6401,5,Tech Enthusiasts,4,April
1561,Innovate Industries,Search,All Ages,60 days,YouTube,"0,13","$19.860,00","4,71",Los Angeles,2021-04-11,459,6322,1,Foodies,4,April
1562,NexGen Systems,Search,Women 25-34,60 days,Google Ads,"0,14","$5.820,00","6,99",Chicago,2021-04-12,758,3253,9,Fashionistas,4,April
1563,NexGen Systems,Social Media,Men 25-34,60 days,YouTube,"0,03","$18.687,00","5,64",Houston,2021-04-13,722,3451,7,Health & Wellness,4,April
1564,TechCorp,Search,All Ages,15 days,Facebook,"0,05","$11.071,00","5,38",Houston,2021-04-14,562,9069,8,Fashionistas,4,April
1565,TechCorp,Display,Men 18-24,30 days,YouTube,"0,08","$14.902,00","2,65",Miami,2021-04-15,456,4811,6,Outdoor Adventurers,4,April
1566,NexGen Systems,Influencer,All Ages,60 days,Google Ads,"0,11","$14.876,00","2,62",Chicago,2021-04-16,626,9756,2,Health & Wellness,4,April
1567,Alpha Innovations,Display,Men 25-34,15 days,Google Ads,"0,05","$5.143,00","4,77",Los Angeles,2021-04-17,468,1890,4,Foodies,4,April
1568,TechCorp,Search,Women 35-44,15 days,Facebook,"0,12","$8.715,00","3,77",Chicago,2021-04-18,607,1727,4,Outdoor Adventurers,4,April
1569,DataTech Solutions,Display,Men 25-34,30 days,Website,"0,02","$17.704,00","2,71",Chicago,2021-04-19,732,3547,10,Tech Enthusiasts,4,April
1570,Alpha Innovations,Email,Women 35-44,15 days,YouTube,"0,04","$6.256,00","3,2",Houston,2021-04-20,346,5913,5,Health & Wellness,4,April
1571,Innovate Industries,Social Media,Women 35-44,60 days,Email,"0,07","$15.780,00","5,29",New York,2021-04-21,944,4372,2,Outdoor Adventurers,4,April
1572,TechCorp,Display,All Ages,60 days,Google Ads,"0,04","$7.529,00","3,27",Houston,2021-04-22,888,5667,3,Fashionistas,4,April
1573,DataTech Solutions,Influencer,All Ages,15 days,Facebook,"0,13","$12.918,00","2,13",Chicago,2021-04-23,690,6400,5,Health & Wellness,4,April
1574,Alpha Innovations,Search,Men 25-34,30 days,Google Ads,"0,1","$7.389,00","7,23",Los Angeles,2021-04-24,130,5854,3,Tech Enthusiasts,4,April
1575,Innovate Industries,Display,Men 25-34,60 days,YouTube,"0,11","$10.983,00","6,2",Miami,2021-04-25,761,7295,7,Health & Wellness,4,April
1576,NexGen Systems,Display,Women 25-34,45 days,YouTube,"0,07","$12.511,00","3,99",New York,2021-04-26,139,7845,10,Foodies,4,April
1577,Alpha Innovations,Influencer,Men 18-24,60 days,YouTube,"0,11","$5.757,00","3,58",Chicago,2021-04-27,883,9726,1,Outdoor Adventurers,4,April
1578,Alpha Innovations,Influencer,Women 25-34,15 days,YouTube,"0,01","$14.459,00","7,9",Miami,2021-04-28,515,5588,9,Fashionistas,4,April
1579,Alpha Innovations,Email,Women 25-34,45 days,YouTube,"0,12","$9.334,00","3,41",Houston,2021-04-29,538,3215,6,Tech Enthusiasts,4,April
1580,DataTech Solutions,Social Media,Men 18-24,45 days,Website,"0,08","$9.647,00","4,67",New York,2021-04-30,263,4610,2,Tech Enthusiasts,4,April
1916,NexGen Systems,Search,Women 35-44,45 days,Email,"0,05","$15.611,00","4,12",Los Angeles,2021-04-01,977,4497,10,Foodies,4,April
1917,DataTech Solutions,Display,All Ages,60 days,Email,"0,13","$18.134,00","2,84",Miami,2021-04-02,566,9921,10,Foodies,4,April
1918,Alpha Innovations,Email,Women 25-34,45 days,Facebook,"0,02","$18.458,00","7,78",Houston,2021-04-03,235,9771,1,Outdoor Adventurers,4,April
1919,Innovate Industries,Search,Women 35-44,60 days,YouTube,"0,09","$9.135,00","5,65",Houston,2021-04-04,165,5074,3,Outdoor Adventurers,4,April
1920,Innovate Industries,Email,Men 18-24,30 days,Website,"0,04","$15.474,00","3,62",Los Angeles,2021-04-05,715,1239,3,Tech Enthusiasts,4,April
1921,TechCorp,Social Media,Men 18-24,45 days,Instagram,"0,08","$10.528,00","5,27",Los Angeles,2021-04-06,559,3449,5,Fashionistas,4,April
1922,Alpha Innovations,Email,Men 25-34,30 days,Instagram,"0,01","$18.850,00","3,42",New York,2021-04-07,692,8915,3,Fashionistas,4,April
1923,DataTech Solutions,Email,Women 25-34,60 days,YouTube,"0,06","$6.983,00","5,66",Houston,2021-04-08,596,2281,8,Foodies,4,April
1924,DataTech Solutions,Search,Women 25-34,45 days,Facebook,"0,13","$15.971,00","4,19",Chicago,2021-04-09,494,5439,7,Tech Enthusiasts,4,April
1925,Alpha Innovations,Email,Men 25-34,15 days,Website,"0,05","$9.290,00","7,2",Miami,2021-04-10,992,8847,6,Health & Wellness,4,April
1926,Alpha Innovations,Search,Women 35-44,30 days,Website,"0,04","$19.632,00","6,15",Miami,2021-04-11,721,8225,8,Health & Wellness,4,April
1927,Alpha Innovations,Display,Men 18-24,45 days,YouTube,"0,1","$7.432,00","7,38",Miami,2021-04-12,731,2499,10,Outdoor Adventurers,4,April
1928,Innovate Industries,Social Media,Women 25-34,60 days,Google Ads,"0,09","$5.758,00","5,97",Houston,2021-04-13,467,5205,2,Foodies,4,April
1929,DataTech Solutions,Display,Women 25-34,60 days,Facebook,"0,12","$13.458,00","7,7",Miami,2021-04-14,572,8542,8,Tech Enthusiasts,4,April
1930,Innovate Industries,Social Media,Women 25-34,15 days,Email,"0,1","$13.006,00","6,22",Miami,2021-04-15,456,7129,9,Health & Wellness,4,April
1931,Alpha Innovations,Social Media,Women 25-34,60 days,Facebook,"0,15","$12.930,00","4,09",Houston,2021-04-16,259,3531,1,Outdoor Adventurers,4,April
1932,Innovate Industries,Display,Men 18-24,45 days,Website,"0,12","$18.200,00","7,38",Miami,2021-04-17,951,2432,7,Tech Enthusiasts,4,April
1933,TechCorp,Search,Men 25-34,15 days,YouTube,"0,07","$9.929,00","7,87",New York,2021-04-18,928,3257,5,Outdoor Adventurers,4,April
1934,TechCorp,Influencer,Men 25-34,30 days,Email,"0,13","$18.792,00","7,96",Miami,2021-04-19,285,1214,7,Foodies,4,April
1935,TechCorp,Display,Men 25-34,30 days,YouTube,"0,1","$19.698,00","5,21",Chicago,2021-04-20,668,4367,5,Outdoor Adventurers,4,April
1936,Alpha Innovations,Social Media,Women 25-34,60 days,YouTube,"0,02","$12.194,00","2,47",Houston,2021-04-21,135,7812,5,Outdoor Adventurers,4,April
1937,DataTech Solutions,Display,Women 35-44,15 days,YouTube,"0,11","$9.406,00","7,65",Miami,2021-04-22,325,3365,4,Fashionistas,4,April
1938,Innovate Industries,Influencer,All Ages,45 days,YouTube,"0,06","$17.090,00","6,77",Houston,2021-04-23,210,4641,10,Foodies,4,April
1939,NexGen Systems,Email,All Ages,30 days,Instagram,"0,03","$6.398,00","7,01",Houston,2021-04-24,361,2588,10,Fashionistas,4,April
1940,Alpha Innovations,Display,Men 25-34,30 days,Google Ads,"0,09","$18.254,00","5,27",Houston,2021-04-25,672,2707,2,Foodies,4,April
1941,Innovate Industries,Influencer,Men 25-34,15 days,Instagram,"0,05","$11.260,00","6,06",Miami,2021-04-26,995,7286,8,Outdoor Adventurers,4,April
1942,TechCorp,Influencer,Men 18-24,30 days,Facebook,"0,05","$11.160,00","5,54",Los Angeles,2021-04-27,617,7744,1,Foodies,4,April
1943,Innovate Industries,Social Media,Women 25-34,30 days,Website,"0,1","$11.191,00","5,53",Chicago,2021-04-28,696,6310,6,Tech Enthusiasts,4,April
1944,Innovate Industries,Email,Women 35-44,60 days,Google Ads,"0,11","$9.886,00","4,44",Chicago,2021-04-29,958,5544,9,Foodies,4,April
1945,Alpha Innovations,Display,Men 18-24,30 days,Email,"0,1","$8.563,00","2,36",Miami,2021-04-30,395,1073,4,Foodies,4,April
2281,DataTech Solutions,Search,Women 35-44,60 days,Email,"0,1","$18.122,00","4,3",Houston,2021-04-01,253,9161,1,Health & Wellness,4,April
